,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,Accuracy
46,"[2, 3, 0, 1, 2, 0, 2, 0, 0, 1, 1, 3, 3, 2, 0, 0, 2, 0, 1, 1, 3, 0, 2, 1, 0, 1, 3, 2, 0, 1, 0, 1, 2, 0, 0, 3, 3, 1, 2, 3, 1, 0, 2, 3, 2, 0, 3, 1, 1, 3, 2, 1, 0, 0, 0, 3, 1, 2, 2, 2, 1, 1, 1, 3, 0, 3, 1, 1, 2, 0, 2, 3, 3, 3, 0, 0, 3, 0, 2, 3, 2, 1, 3, 3, 2, 3, 2, 0, 3, 1, 0, 3, 2, 1, 2, 1, 1, 0, 3, 3]","[0.5, 0.5, 1.0, 1.0, 0.6000000000000001, 1.2, -0.1, -0.7000000000000001, 0.9, 0.8, 1.1, 0.4, 0.45, 0.55, -1.9, 1.0, 0.05, -1.2, 1.2, 0.9, 0.45, 1.2, 0.45, 1.0, -1.4, 0.9, 0.55, 0.0, -2.6, 1.2, 1.1, -11.4, 0.45, -2.2, 0.9, 0.6000000000000001, 0.4, 0.8, 0.1, 0.55, 1.1, -1.5, -0.1, 0.5, 0.55, -0.8, -1.9, 1.0, 0.9, 0.55, 0.30000000000000004, -13.7, 1.1, -2.1, -0.2, 0.4, 1.2, -0.1, 0.45, 0.45, 1.3, 1.1, 0.9, 0.6000000000000001, -1.3, 0.4, 1.0, 1.2, 0.4, 1.0, 0.25, 0.45, 0.55, 0.65, -1.3, -1.6, 0.7000000000000001, 1.1, -0.15, 0.5, 0.7000000000000001, -16.3, -2.05, 0.6000000000000001, -0.1, 0.55, 0.6000000000000001, -2.4, 0.65, 1.1, 1.0, 0.8, 0.4, 1.4, 0.55, 1.3, 1.0, -0.8, 0.4, 0.8]",100,0.4855838712,0.0793704792,4.3100243098,1.0370112078,-1.6145571395,0.662077997,2,3,0,1,2,0,2,0,0,1,1,3,3,2,0,0,2,0,1,1,3,0,2,1,0,1,3,2,0,1,0,1,2,0,0,3,3,1,2,3,1,0,2,3,2,0,3,1,1,3,2,1,0,0,0,3,1,2,2,2,1,1,1,3,0,3,1,1,2,0,2,3,3,3,0,0,3,0,2,3,2,1,3,3,2,3,2,0,3,1,0,3,2,1,2,1,1,0,3,3,38.0
47,"[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 0, 3]","[0.5, 0.5, 0.6000000000000001, -0.1, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 1.0, 1.2, -0.7000000000000001, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.9, -1.9, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 1.0, -1.2, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 1.2, -1.4, 0.6000000000000001, 0.05, 0.2, -2.6, 0.6000000000000001]",100,0.6577309377,0.8824169901000001,0.2037507527,1.4702360891000001,1.7349716934,0.35506654530000004,3,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,3,91.0
48,"[0, 0, 0, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2, 3, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 3]","[1.0, 1.2, -0.7000000000000001, 0.5, 1.0, 0.8, 0.6000000000000001, -0.1, 0.55, 1.1, 1.2, 0.9, 1.0, 0.05, 0.9, 1.2, 0.45, -11.4, 0.0, 0.5, 0.4, 0.45, 0.45, 0.45, 0.1, -0.1, 0.55, 0.6000000000000001, 0.55, 0.4, 0.55, 0.5, 0.30000000000000004, -0.1, 0.45, -1.9, 0.45, 0.9, 0.4, 0.25, -1.9, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 1.0, -1.2, 1.2, -1.4, -2.6, 0.6000000000000001]",100,0.5585675052,0.8107258374,2.7901777615,3.4673340945,-0.5011333923,1.135327883,0,0,0,2,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,75.0
49,"[1, 1, 1, 2, 3, 2, 3, 2, 2, 0, 0, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 3]","[1.0, 0.8, 1.1, 0.5, 0.5, 0.6000000000000001, 0.4, -0.1, 0.55, 1.0, 1.2, -0.7000000000000001, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 1.2, 0.5, -1.9, 0.9, 1.0, 0.9, 1.2, -11.4, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.9, -1.9, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 1.0, -1.2, 1.2, -1.4, 0.55]",100,0.0244415018,0.9186710217,4.9388021711,4.0596715501,0.805801371,1.4946813134,1,1,1,2,3,2,3,2,2,0,0,0,3,3,3,3,3,3,1,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,87.0
50,"[2, 2, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 2, 2, 2, 2, 3, 3, 2, 2, 0, 0, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 0, 0, 1, 1, 2, 2, 2, 1, 1, 2, 2, 0, 1, 2, 2, 2]","[0.5, 0.6000000000000001, -0.1, 1.0, 1.2, -0.7000000000000001, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.5, 0.9, 1.2, -11.4, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, 0.9, -1.9, 0.4, 0.45, 0.45, 0.55, 1.0, -1.2, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 1.2, -1.4, -2.6, -0.1, 0.55, 0.30000000000000004, -0.1, 0.55, 0.4, 0.45, 0.45, 1.1, -2.2, 0.4, 0.6000000000000001, 0.25, 0.4, 0.45, 0.55, -0.15, 0.65, 0.7000000000000001, 0.5, -2.05, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.9, -1.5, 0.8, 1.1, 0.45, 0.65, -0.2, 1.0, 0.9, 0.5, -0.05, -0.8, -13.7, 0.1, 0.45, 0.8]",100,0.9682471382000001,0.35014015260000003,1.4814465065,1.6959709039000002,0.8935664273,-0.590767232,2,2,2,0,0,0,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,0,0,3,3,3,3,0,0,3,3,3,3,3,0,0,0,2,2,2,2,3,3,2,2,0,0,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,1,1,2,2,2,1,1,2,2,0,1,2,2,2,77.0
51,"[1, 1, 0, 0, 0, 0, 0, 2, 2, 1, 1, 3, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3]","[1.0, 0.8, 1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 0.5, 0.6000000000000001, 1.1, 1.2, 0.5, -0.1, 0.4, 0.55, 0.05, 0.45, 0.0, 0.9, 1.0, 0.9, 1.2, -11.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55, 0.4, 0.6000000000000001, 0.4, 1.0, -1.2, 1.2, -1.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.55]",100,0.0684118264,0.5016031883000001,0.7804301896,3.7835842580000003,-0.5795538626,1.3331995796,1,1,0,0,0,0,0,2,2,1,1,3,2,3,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,88.0
52,"[1, 3, 3, 1, 1, 3, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0, 2, 0, 3, 3, 0, 0, 1, 3, 1, 2, 2, 3, 0, 3, 2, 3, 3, 3, 2, 3, 3, 0, 3, 2, 3, 2, 3, 2, 2, 0, 2, 0, 3, 0, 2, 0, 0, 0, 3, 3, 2, 0, 3, 0, 2, 2, 0, 0, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0]","[1.0, 0.5, 0.4, 0.8, 1.1, 0.45, 0.5, 0.6000000000000001, 1.2, -0.1, 0.9, 1.0, 0.9, 1.0, 1.2, -0.7000000000000001, 0.9, 0.55, -1.9, 0.45, 0.55, 1.0, -1.2, 1.2, 0.6000000000000001, -11.4, 0.05, 0.45, 0.4, 1.2, 0.55, 0.0, 0.5, -1.9, 0.55, 0.45, 0.4, 0.6000000000000001, -1.4, 0.4, 0.1, 0.45, -0.1, 0.55, 0.55, 0.30000000000000004, -2.6, -0.1, 1.1, 0.65, -2.2, 0.45, 0.9, -1.5, -0.8, 0.7000000000000001, 0.5, 0.45, 1.1, -2.05, -2.1, 0.4, 0.25, -0.2, -1.3, 0.6000000000000001, -0.15, 0.7000000000000001, -0.1, 0.55, 0.65, 0.8, 0.4, 0.6000000000000001, 0.8, 0.4, 0.55, 0.4, 0.30000000000000004, 0.65, -2.45, 0.15, 0.1, 1.0, -1.3, -1.6, 1.1, -2.4, 1.0, -0.8, 0.55, 0.4, -0.35000000000000003, -1.2, -0.4, 0.30000000000000004, -1.1, 1.2, -2.2, -0.8]",100,0.9635493985,0.3145844778,3.6065062241,0.952114165,0.1294879158,1.2171317687,1,3,3,1,1,3,2,2,1,2,1,1,1,0,0,0,0,2,0,3,3,0,0,1,3,1,2,2,3,0,3,2,3,3,3,2,3,3,0,3,2,3,2,3,2,2,0,2,0,3,0,2,0,0,0,3,3,2,0,3,0,2,2,0,0,3,2,2,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,40.0
53,"[1, 0, 3, 1, 0, 3, 0, 0, 1, 2, 3, 0, 1, 3, 1, 2, 1, 3, 2, 2, 1, 3, 1, 2, 1, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 3, 0, 2, 3, 0, 0, 2, 2, 0, 0, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3, 2, 2, 3, 0, 3, 0, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 0, 2, 3, 0, 3, 2, 2, 0, 2, 2, 0]","[1.0, 1.0, 0.5, 0.8, 1.2, 0.4, -0.7000000000000001, 0.9, 1.1, 0.5, 0.45, -1.9, 1.2, 0.45, 0.9, 0.6000000000000001, 1.0, 0.55, -0.1, 0.55, 0.9, 0.6000000000000001, 1.2, 0.05, -11.4, 0.45, 0.4, 0.0, 0.55, 0.45, 0.5, 0.1, -1.9, -0.1, 0.55, 0.55, 1.0, 0.30000000000000004, 0.4, -1.2, 1.2, -0.1, 0.45, -1.4, -2.6, 0.45, 0.6000000000000001, 0.4, 0.4, 0.25, 0.45, -0.15, 0.7000000000000001, 0.55, -0.1, 0.6000000000000001, 0.65, 0.4, 0.7000000000000001, 0.55, 0.5, 0.30000000000000004, -2.05, 0.15, 0.6000000000000001, 0.1, 0.55, 0.65, 0.55, 0.8, 0.4, 0.4, -0.35000000000000003, 0.30000000000000004, 0.8, 1.1, 0.4, -2.2, 0.65, 0.4, -2.45, 0.75, 0.6000000000000001, 0.30000000000000004, 0.65, 0.35000000000000003, 0.75, 0.45, 0.6000000000000001, 0.9, 0.65, 0.65, -1.5, -2.5, -0.2, 0.5, -0.8, -0.05, 0.1, 1.1]",100,0.9529239195,0.6341248252,1.4694992413,3.5677449771000003,-1.5370290082,-1.8404631487,1,0,3,1,0,3,0,0,1,2,3,0,1,3,1,2,1,3,2,2,1,3,1,2,1,2,3,2,3,2,3,2,3,2,2,3,0,2,3,0,0,2,2,0,0,2,3,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,2,3,0,3,0,3,2,3,2,3,2,3,2,3,2,3,0,2,3,0,3,2,2,0,2,2,0,80.0
54,"[1, 0, 0, 2, 0, 2, 1, 3, 3, 0, 0, 1, 3, 3, 0, 1, 2, 0, 0, 1, 2, 1, 1, 3, 1, 3, 3, 3, 1, 1, 1, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 0, 0, 0, 3, 3, 3, 1, 2, 1, 0, 1, 3, 0, 1, 3, 0, 1, 2, 3, 2, 3, 0, 2, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 2, 3, 1, 2, 2, 1, 0, 3, 1, 0, 0, 1, 1, 3, 0, 0, 0, 1]","[1.0, 1.0, 1.2, 0.5, -0.7000000000000001, 0.6000000000000001, 0.8, 0.5, 0.4, 0.9, -1.9, 1.1, 0.45, 0.45, 1.0, 1.2, -0.1, -1.2, 1.2, 0.9, 0.55, 1.0, 0.9, 0.55, 1.2, 0.6000000000000001, 0.4, 0.55, -11.4, 0.8, 1.1, -1.4, -2.6, 1.1, -2.2, 0.05, 0.45, 0.0, 0.9, 1.0, 0.45, -1.5, -0.8, 1.1, 0.5, -1.9, 0.55, 0.9, 0.1, -13.7, -2.1, 1.2, 0.4, -0.2, 1.3, 0.6000000000000001, -1.3, 1.1, -0.1, 0.4, 0.55, 0.45, 1.0, 0.30000000000000004, -1.3, 0.9, 1.0, 1.2, -16.3, 1.1, 1.4, -1.6, 1.1, -2.4, 1.3, 1.0, -0.8, -1.2, -0.1, 1.0, 1.1, 1.2, 0.45, 0.55, 1.2, 0.45, 0.4, 1.4, -0.4, 0.65, 1.1, -1.1, 1.2, 1.3, -18.6, 0.7000000000000001, -2.2, -0.8, -1.1, 1.2]",100,0.37098259920000004,0.036339106100000004,3.0932050063,1.5547132381000002,-0.7801737788,0.1781826943,1,0,0,2,0,2,1,3,3,0,0,1,3,3,0,1,2,0,0,1,2,1,1,3,1,3,3,3,1,1,1,0,0,0,0,2,2,2,0,1,2,0,0,0,3,3,3,1,2,1,0,1,3,0,1,3,0,1,2,3,2,3,0,2,0,1,1,1,1,1,1,0,0,0,1,0,0,0,2,1,1,1,2,3,1,2,2,1,0,3,1,0,0,1,1,3,0,0,0,1,35.0
55,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.5, 0.4, 0.45, 1.0, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 1.2, -0.7000000000000001, 0.5, 0.6000000000000001, -0.1, 0.9, -1.9, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 1.0, -1.2, 0.55, 0.30000000000000004, -0.1, 1.2, -1.4, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, -2.6, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001]",100,0.8887420626,0.9633441359,3.3293970728,1.6171823778999999,1.2566803141,-1.1824793338,1,1,1,1,1,1,1,1,1,3,3,3,0,3,3,3,3,3,3,3,0,0,2,2,2,0,0,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,2,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,93.0
56,"[2, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 3, 3, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 2, 1, 1, 1, 2, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.5, 0.5, 0.4, 0.45, 1.0, 1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 0.6000000000000001, -0.1, 0.55, 0.05, 0.45, 0.8, 1.1, 1.2, 0.45, 0.55, 0.9, 1.0, 1.0, -1.2, 1.2, -1.4, -2.6, 0.6000000000000001, 1.1, -2.2, 0.9, 0.0, 0.45, 0.9, 1.2, -11.4, 0.1, 0.4, 0.55, 0.5, -1.5, -0.8, 1.1, -2.1, -0.2, -1.3, 1.0, -1.3, -1.6, 1.1, -2.4, 1.0, -1.9, 0.55, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, 0.4, 0.6000000000000001, 0.4, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.45, 0.55, 0.65, 0.1, 0.7000000000000001, 0.5, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, -2.05, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, -0.8, -1.2, -0.4, -1.1, 1.2, -2.2, -0.8, -1.1, -1.2, -0.4, 1.5]",100,0.1227874055,0.1168611777,2.0890852462,4.5209695179,-1.6505746666,1.7533174690000002,2,3,3,3,1,0,0,0,0,0,2,2,2,2,2,1,1,1,3,3,1,1,0,0,0,0,0,3,0,0,0,2,2,1,1,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,76.0
57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 3, 1, 3, 1, 2, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 3, 1, 1, 3, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1]","[1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.8, 1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 1.0, 0.5, 0.4, 0.45, -1.2, 1.2, -1.4, 0.5, -2.6, 1.1, -2.2, 0.9, 1.1, -1.5, 1.0, 0.9, -13.7, 1.2, 1.3, 1.1, 0.6000000000000001, 0.9, 1.0, -0.8, 0.45, 1.2, 0.55, -16.3, -0.1, 0.6000000000000001, 1.1, 0.4, 1.4, 1.3, 1.0, 1.1, 1.2, 0.55, 1.2, 1.4, 1.1, 1.3, 0.5, -18.6, -1.9, 0.55, 0.4, 1.1, -2.1, -0.2, 1.2, -1.3, 1.0, -1.3, -1.6, 1.1, 1.1, -2.4, 1.3, 1.5, 1.1, 1.0, 1.5, -0.8, -1.2, -0.4, -1.1, 0.6000000000000001, 1.2, 1.4, 0.4, 1.2, 1.4, 1.5, 1.3, 1.2, -2.2, -0.8, 1.4, -20.9, -1.1, 1.2, 0.55, 1.6, 1.3]",100,0.9949623935,0.0289673776,3.3540141812,1.8247152346000002,1.4558206544,-0.8652461095,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,0,3,1,3,1,2,3,1,3,1,1,1,1,1,3,1,1,1,1,3,1,3,3,3,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,3,1,1,3,0,1,1,1,1,0,0,1,1,0,1,2,1,1,63.0
