,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,Accuracy
34,"[0, 0, 0, 0, 1, 3, 3, 0, 2, 2, 2, 3, 1, 3, 3, 3, 1, 3, 1, 1, 2, 3, 2, 1, 2, 2, 1, 2, 1, 3, 0, 3, 1, 3, 2, 2, 2, 2, 2, 3, 0, 0, 2, 0, 2, 0, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 0, 0, 2, 2, 2, 2, 2, 3, 0, 3, 3, 2, 2, 2, 1, 0, 3, 3, 0, 3, 1, 3, 2, 0, 0, 3, 3, 3, 2, 1, 0, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1.0, 1.2, -0.7000000000000001, 0.9, 1.0, 0.5, 0.4, -1.9, 0.5, 0.6000000000000001, -0.1, 0.45, 0.8, 0.45, 0.55, 0.6000000000000001, 1.1, 0.4, 1.2, 0.9, 0.55, 0.55, 0.05, 1.0, 0.45, 0.0, 0.9, 0.45, 1.2, 0.5, 1.0, -1.9, -11.4, 0.55, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.4, -1.2, 1.2, 0.45, -1.4, 0.45, -2.6, 0.4, 0.25, -0.15, 0.6000000000000001, 0.4, 0.45, 0.7000000000000001, 0.55, 0.65, 0.7000000000000001, 0.5, 1.1, -2.2, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, -2.05, 0.9, 0.6000000000000001, 0.55, 0.15, 0.1, 0.55, 0.8, -1.5, 0.65, 0.8, -0.8, 0.4, 1.1, 0.8, 0.4, 1.1, -2.1, 0.4, 0.65, -2.45, -0.35000000000000003, 1.0, -0.2, 0.6000000000000001, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1]",100,0.0042583285,0.1712048561,0.7620909193000001,1.0658069109,0.9798705912000001,0.6036241014,0,0,0,0,1,3,3,0,2,2,2,3,1,3,3,3,1,3,1,1,2,3,2,1,2,2,1,2,1,3,0,3,1,3,2,2,2,2,2,3,0,0,2,0,2,0,2,2,2,3,3,3,2,3,3,3,3,0,0,2,2,2,2,2,3,0,3,3,2,2,2,1,0,3,3,0,3,1,3,2,0,0,3,3,3,2,1,0,3,2,2,2,2,2,2,2,2,2,2,2,46.0
35,"[0, 0, 0, 3, 3, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 3, 1, 1, 2, 2, 2, 2, 0, 3, 3, 0, 3, 3, 3, 0, 3, 2, 2, 2, 0, 3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 0, 0, 3, 2, 2, 2, 2, 2, 0, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[1.0, 1.2, -0.7000000000000001, 0.5, 0.4, 0.5, 1.0, 0.8, 1.1, 1.2, 0.45, 0.9, 0.6000000000000001, 1.0, 0.9, -0.1, 0.45, 1.2, -11.4, 0.55, 0.05, 0.45, 0.0, 0.9, 0.55, 0.6000000000000001, -1.9, 0.4, 0.55, 0.5, 1.0, -1.9, 0.45, 0.1, -0.1, -1.2, 0.55, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.30000000000000004, -0.1, 0.55, 0.65, 0.7000000000000001, 0.5, 1.2, -1.4, -2.05, 0.45, 0.45, 0.4, 0.25, -0.15, -2.6, 0.6000000000000001, 0.7000000000000001, -0.1, 0.55, 0.6000000000000001, 0.65, 0.8, 0.4, 0.4, 0.8, 0.4, 0.65, 0.55, 0.30000000000000004, -2.45, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.6000000000000001, 0.65, 0.30000000000000004, 0.75, 0.6000000000000001, 0.4, 0.65, -2.5, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.85, 0.45, 0.55, 0.7000000000000001, 0.55, 0.7000000000000001, 0.8, 0.65, 0.7000000000000001]",100,0.6542780577,0.8887702553,0.6202788965,1.4248068481,1.1853070024,-1.7729911367,0,0,0,3,3,2,1,1,1,1,3,1,2,1,1,2,3,1,1,2,2,2,2,0,3,3,0,3,3,3,0,3,2,2,2,0,3,2,3,3,3,3,2,2,3,3,3,3,0,0,3,2,2,2,2,2,0,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,2,2,2,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,66.0
36,"[2, 2, 0, 3, 0, 2, 2, 0, 3, 2, 3, 3, 3, 1, 2, 1, 1, 3, 1, 2, 3, 3, 1, 0, 1, 1, 2, 3, 3, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 0, 0, 0, 3]","[0.5, 0.6000000000000001, 1.0, 0.5, 1.2, -0.1, 0.55, -0.7000000000000001, 0.4, 0.05, 0.45, 0.45, 0.55, 1.0, 0.45, 0.8, 1.1, 0.6000000000000001, 1.2, 0.0, 0.4, 0.55, 0.9, 0.9, 1.0, 0.9, 0.45, 0.5, -1.9, 1.2, -1.9, 0.1, -11.4, -0.1, 0.55, 0.30000000000000004, -0.1, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001, 0.4, 0.45, 0.55, 0.5, -0.1, 0.6000000000000001, 0.05, 0.2, 0.55, 0.4, 0.6000000000000001, 1.0, 0.4, 0.45, -1.2, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 1.2, -1.4, -2.6, 0.6000000000000001]",100,0.2275819644,0.8239301412000001,3.505006465,3.4148220720999998,-0.8612827564000001,0.2926056633,2,2,0,3,0,2,2,0,3,2,3,3,3,1,2,1,1,3,1,2,3,3,1,0,1,1,2,3,3,1,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0,3,3,0,3,3,3,3,3,0,0,0,3,74.0
37,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1.0, 1.2, -0.7000000000000001, 0.9, -1.9, 0.5, 0.6000000000000001, -0.1, 0.55, 0.05, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.45, 0.0, 0.45, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.45, 0.45, 0.4, 0.25, -0.15, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 1.0, -1.2, 1.2, -1.4, -2.6, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001]",100,0.9319200524000001,0.35797658,1.2188029992,4.742680623,0.1848255965,0.0605544566,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,92.0
38,"[1, 0, 2, 3, 1, 3, 3, 3, 1, 1, 0, 2, 1, 2, 3, 0, 2, 2, 0, 0, 0, 3, 1, 3, 3, 1, 0, 3, 2, 0, 1, 2, 0, 1, 2, 2, 0, 3, 3, 0, 2, 0, 3, 0, 0, 0, 3, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 2, 2, 3, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 1, 0, 0, 2, 0, 1, 1, 1, 3, 0, 0, 0, 2, 2, 2, 2, 2, 0, 3, 3, 3, 0, 0, 0, 3, 3, 2, 0, 2]","[1.0, 1.0, 0.5, 0.5, 0.8, 0.4, 0.45, 0.45, 1.1, 1.2, 1.2, 0.6000000000000001, 0.9, -0.1, 0.55, -0.7000000000000001, 0.55, 0.05, 0.9, -1.9, 1.0, 0.6000000000000001, 1.0, 0.4, 0.55, 0.9, -1.2, 0.5, 0.45, 1.2, 1.2, 0.0, -1.4, -11.4, 0.45, 0.1, -2.6, -1.9, 0.55, 1.1, -0.1, -2.2, 0.4, 0.9, -1.5, -0.8, 0.6000000000000001, 0.8, 0.55, 1.1, 1.1, 0.30000000000000004, 0.4, -2.1, 1.0, 0.9, -13.7, -0.2, -0.1, 0.45, 0.45, 0.45, 1.2, 1.3, 0.4, 0.55, 0.25, 0.65, 0.7000000000000001, 1.1, 0.5, 0.9, -1.3, 1.0, -0.15, -1.3, 1.0, 1.2, -16.3, -2.05, -1.6, 1.1, -2.4, 0.7000000000000001, -0.1, 0.6000000000000001, 0.4, 0.55, 1.0, 0.6000000000000001, 0.55, 0.65, -0.8, -1.2, -0.4, 0.8, 0.4, 0.30000000000000004, -1.1, 0.15]",100,0.7038801048000001,0.280490275,4.2995306831,0.3845016544,-0.7165489758,-1.1349571993,1,0,2,3,1,3,3,3,1,1,0,2,1,2,3,0,2,2,0,0,0,3,1,3,3,1,0,3,2,0,1,2,0,1,2,2,0,3,3,0,2,0,3,0,0,0,3,1,2,0,1,2,3,0,1,1,1,0,2,2,3,2,1,1,2,3,2,3,3,1,3,1,0,0,2,0,1,1,1,3,0,0,0,2,2,2,2,2,0,3,3,3,0,0,0,3,3,2,0,2,35.0
39,"[2, 3, 1, 1, 0, 2, 0, 1, 1, 0, 3, 1, 3, 0, 2, 0, 0, 2, 1, 0, 2, 1, 3, 0, 3, 3, 1, 1, 1, 0, 0, 1, 3, 0, 1, 2, 2, 2, 0, 0, 0, 2, 0, 0, 2, 0, 3, 3, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 3, 0, 2, 3, 2, 3, 1, 3, 2, 3, 2, 1, 0, 0, 3, 3, 1, 2, 1, 1, 0, 0, 0, 1, 3, 2, 0, 3, 1, 3, 0, 2, 0, 3, 3, 2, 3, 3]","[0.5, 0.5, 1.0, 0.8, 1.0, 0.6000000000000001, 1.2, 1.1, 1.2, -0.7000000000000001, 0.4, 0.9, 0.45, 0.9, -0.1, -1.9, 1.0, 0.55, 1.0, -1.2, 0.05, 0.9, 0.45, 1.2, 0.55, 0.6000000000000001, 1.2, -11.4, 0.8, -1.4, -2.6, 1.1, 0.4, 1.1, 1.0, 0.45, 0.0, 0.45, -2.2, 0.9, -1.5, 0.1, -0.8, 1.1, -0.1, -2.1, 0.55, 0.5, -0.2, -1.3, 1.0, -1.3, -1.9, -1.6, 0.55, 1.1, 0.9, -2.4, -13.7, 1.0, -0.8, -1.2, 0.4, -0.4, 0.55, 0.6000000000000001, 0.30000000000000004, 0.4, 1.2, 0.45, -0.1, 0.55, 0.45, 1.3, -1.1, 1.2, 0.65, 0.7000000000000001, 1.1, 0.45, 0.9, 1.0, -2.2, -0.8, -1.1, 1.2, 0.5, 0.4, -1.2, -2.05, -16.3, 0.6000000000000001, -0.4, 0.25, 1.5, 0.55, 0.65, -0.15, 0.8, 0.4]",100,0.6224022079,0.0363440679,1.7894267159,1.0838844996,-0.9132933857000001,1.3968750374,2,3,1,1,0,2,0,1,1,0,3,1,3,0,2,0,0,2,1,0,2,1,3,0,3,3,1,1,1,0,0,1,3,0,1,2,2,2,0,0,0,2,0,0,2,0,3,3,0,0,0,0,3,0,3,0,1,0,1,0,0,0,3,0,2,3,2,3,1,3,2,3,2,1,0,0,3,3,1,2,1,1,0,0,0,1,3,2,0,3,1,3,0,2,0,3,3,2,3,3,31.0
40,"[0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 3, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 3, 2, 0, 2, 3, 3, 3, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 3, 3, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 1, 1, 1, 3, 3, 3, 2, 3, 2, 0, 2, 3, 3, 0, 3, 2, 3]","[1.0, 1.2, 0.5, 0.6000000000000001, -0.7000000000000001, 0.9, -0.1, -1.9, 1.0, -1.2, 1.2, -1.4, 0.55, 0.05, 1.0, 0.8, 0.5, -2.6, 1.1, 1.2, 0.9, 1.1, 1.0, -2.2, 0.9, 1.2, -11.4, 0.4, 0.9, -1.5, -0.8, 0.45, 1.1, -2.1, 0.45, -0.2, -1.3, 1.0, -1.3, 0.55, 0.45, -1.6, 0.0, 0.6000000000000001, 0.4, 0.55, 1.1, -2.4, 0.5, 1.0, -0.8, -1.2, -1.9, -0.4, -1.1, 1.2, 0.55, -2.2, 0.45, -0.8, -1.1, -1.2, -0.4, 0.4, 1.5, -0.1, 0.1, -1.8, -2.0, 1.1, -2.1, 0.6000000000000001, 0.4, 0.45, -0.7000000000000001, -1.0, 0.8, -1.1, 1.1, -0.30000000000000004, 0.55, 1.6, 0.0, 1.0, 0.9, -13.7, 0.65, 0.7000000000000001, 0.5, -0.1, -2.05, 0.55, -1.7000000000000002, 0.30000000000000004, 0.6000000000000001, 0.55, -1.9, 0.65, -0.1, 0.8]",100,0.8121783274000001,0.133973207,4.4724774147,3.086302212,-0.5884099337,1.6721226755,0,0,2,2,0,0,2,0,0,0,0,0,2,2,1,1,3,0,1,1,1,0,1,0,1,1,1,3,0,0,0,3,0,0,3,0,0,0,0,3,2,0,2,3,3,3,0,0,3,0,0,0,3,0,0,0,3,0,2,0,0,0,0,3,0,0,2,0,0,0,0,3,3,3,0,0,1,0,1,0,3,0,0,1,1,1,3,3,3,2,3,2,0,2,3,3,0,3,2,3,62.0
41,"[0, 1, 2, 2, 1, 0, 0, 2, 1, 0, 2, 3, 0, 2, 2, 3, 3, 0, 2, 1, 1, 1, 3, 3, 0, 2, 1, 2, 2, 1, 3, 0, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 2, 2, 2, 2, 3, 0, 3, 2, 2, 3, 2, 3, 3, 2, 0, 3, 2, 3, 2, 2, 0, 2, 3, 0, 2, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3, 0, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 0, 2, 3, 3, 2, 2, 2, 2]","[1.0, 1.0, 0.5, 0.6000000000000001, 0.8, 1.2, -0.7000000000000001, -0.1, 1.1, 0.9, 0.55, 0.5, -1.9, 0.05, 0.45, 0.4, 0.45, 1.0, 0.0, 1.2, 0.9, 1.0, 0.45, 0.55, -1.2, 0.45, 0.9, 0.1, -0.1, 1.2, 0.6000000000000001, 1.2, -1.4, 0.55, 0.30000000000000004, -0.1, -11.4, 0.4, 0.45, -2.6, 0.55, 0.5, 0.45, 0.4, 0.25, -0.15, -1.9, 1.1, 0.55, 0.7000000000000001, -0.1, 0.4, 0.6000000000000001, 0.6000000000000001, 0.4, 0.4, -2.2, 0.45, 0.55, 0.55, 0.30000000000000004, 0.15, 0.9, 0.1, 0.65, -1.5, 0.55, 0.4, 0.7000000000000001, -0.35000000000000003, 0.30000000000000004, 0.5, 0.4, -2.05, 0.75, 0.30000000000000004, 0.35000000000000003, 0.6000000000000001, 0.45, 0.55, -0.8, 0.65, -0.2, 0.65, 0.5, -0.05, 0.8, 0.1, 0.45, 0.4, 0.8, 0.35000000000000003, 1.1, 0.4, 0.8, 0.4, 0.5, 0.45, -0.15, 0.55]",100,0.033963910300000004,0.4409121811,2.1966122509,0.9759602681,-1.2237443352,0.8176479587000001,0,1,2,2,1,0,0,2,1,0,2,3,0,2,2,3,3,0,2,1,1,1,3,3,0,2,1,2,2,1,3,0,0,2,2,2,1,3,2,0,3,3,2,2,2,2,3,0,3,2,2,3,2,3,3,2,0,3,2,3,2,2,0,2,3,0,2,2,3,2,2,3,2,3,2,2,2,3,2,3,0,2,2,3,2,2,3,2,2,3,2,2,0,2,3,3,2,2,2,2,43.0
42,"[3, 1, 1, 2, 0, 3, 0, 1, 2, 0, 2, 2, 3, 1, 3, 0, 1, 2, 2, 3, 1, 0, 3, 0, 1, 1, 3, 2, 2, 3, 0, 1, 0, 3, 0, 2, 0, 2, 3, 2, 2, 3, 2, 2, 3, 3, 2, 3, 2, 3, 3, 2, 2, 2, 0, 2, 2, 2, 3, 2, 3, 3, 2, 0, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 0, 2, 2, 0, 3, 2, 0, 3, 3, 2, 0, 3, 0, 2, 2, 3, 2, 2]","[0.5, 1.0, 0.8, 0.5, 1.0, 0.4, 1.2, 1.1, 0.6000000000000001, -0.7000000000000001, -0.1, 0.55, 0.45, 1.2, 0.45, 0.9, 0.9, 0.05, 0.45, 0.55, 1.0, -1.9, 0.6000000000000001, 1.0, 0.9, 1.2, 0.4, 0.0, 0.45, 0.55, -1.2, -11.4, 1.2, 0.5, -1.4, 0.1, -2.6, -0.1, -1.9, 0.55, 0.30000000000000004, 0.55, -0.1, 0.45, 0.4, 0.6000000000000001, 0.45, 0.4, 0.4, 0.45, 0.55, 0.25, -0.15, 0.7000000000000001, 1.1, -0.1, 0.6000000000000001, 0.4, 0.65, 0.55, 0.7000000000000001, 0.5, 0.30000000000000004, -2.2, -2.05, 0.15, 0.6000000000000001, 0.1, 0.55, 0.65, 0.55, 0.8, 0.4, 0.4, -0.35000000000000003, 0.30000000000000004, 0.8, 0.4, 0.4, 0.65, 0.75, -2.45, 0.9, 0.30000000000000004, 0.35000000000000003, -1.5, 0.6000000000000001, 0.45, -0.8, 0.65, 0.75, 0.65, 1.1, 0.6000000000000001, -2.1, -0.2, 0.5, 0.65, -0.05, 0.1]",100,0.1987486344,0.2347733427,4.7120241921,2.4710679533,-1.5209335959999999,-0.7379517563,3,1,1,2,0,3,0,1,2,0,2,2,3,1,3,0,1,2,2,3,1,0,3,0,1,1,3,2,2,3,0,1,0,3,0,2,0,2,3,2,2,3,2,2,3,3,2,3,2,3,3,2,2,2,0,2,2,2,3,2,3,3,2,0,3,2,3,2,3,3,2,3,3,2,2,2,3,3,2,3,2,3,0,2,2,0,3,2,0,3,3,2,0,3,0,2,2,3,2,2,54.0
43,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1.0, 1.2, -0.7000000000000001, 1.0, 0.8, 1.1, 1.2, 0.9, 1.0, 0.9, 1.2, -11.4, 0.5, 0.4, 0.45, 0.45, 0.55, 0.6000000000000001, 0.4, 0.55, 0.5, -1.9, 0.9, -1.9, 0.5, 0.6000000000000001, -0.1, 1.0, -1.2, 0.55, 0.05, 0.45, 0.0, 0.45, 0.1, -0.1, 0.55, 0.30000000000000004, -0.1, 1.2, -1.4, 0.45, 0.45, 0.4, 0.25, -0.15, -2.6, 0.7000000000000001, -0.1, 0.55, 0.4, 0.6000000000000001, 0.4, 0.45, 0.55, 0.65, 0.7000000000000001, 0.5, -2.05, 0.6000000000000001, 0.4, 0.55, 0.30000000000000004, 0.15, 0.1, 0.55, 0.4, -0.35000000000000003, 0.30000000000000004, 0.4, 0.75, 0.30000000000000004, 0.35000000000000003, 0.45, 0.65, -0.2, 0.6000000000000001, 0.55, 0.65, 0.8, 0.4, 0.8, 0.4, 0.65, -2.45, 0.5, -0.05, 0.1, 0.45, 0.8, 0.35000000000000003, 0.4, 0.5, 0.45, -0.15, 0.55, 0.0, 0.15, 0.5, 0.6000000000000001]",100,0.3671281832,0.5783810765,0.6324502315,4.5330529812,1.7398608619,-0.8767868585,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,94.0
44,"[0, 3, 3, 0, 3, 1, 2, 3, 3, 0, 3, 1, 3, 1, 3, 0, 2, 3, 1, 0, 3, 3, 1, 3, 2, 3, 2, 2, 3, 3, 3, 2, 3, 3, 1, 0, 0, 3, 3, 3, 2, 3, 1, 0, 1, 2, 2, 1, 3, 0, 2, 2, 0, 3, 3, 2, 2, 2, 0, 3, 2, 3, 0, 0, 3, 3, 3, 0, 2, 0, 0, 3, 0, 0, 3, 3, 3, 2, 0, 3, 1, 1, 2, 0, 2, 2, 0, 2, 1, 1, 1, 2, 3, 3, 0, 2, 3, 3, 0, 3]","[1.0, 0.5, 0.4, 1.2, 0.45, 1.0, 0.5, 0.45, 0.55, -0.7000000000000001, 0.6000000000000001, 0.8, 0.4, 1.1, 0.55, 0.9, 0.6000000000000001, 0.5, 1.2, -1.9, -1.9, 0.55, 0.9, 0.4, -0.1, 0.6000000000000001, 0.55, 0.05, 0.4, 0.45, 0.55, 0.45, 0.65, 0.7000000000000001, 1.0, 1.0, -1.2, 0.5, -2.05, 0.6000000000000001, 0.0, 0.55, 0.9, 1.2, 1.2, 0.45, 0.1, -11.4, 0.65, -1.4, -0.1, 0.55, -2.6, 0.8, 0.4, 0.30000000000000004, -0.1, 0.45, 1.1, 0.8, 0.45, 0.4, -2.2, 0.9, 0.65, -2.45, 0.6000000000000001, -1.5, 0.4, -0.8, 1.1, 0.65, -2.1, -0.2, 0.75, 0.6000000000000001, 0.65, 0.25, -1.3, -2.5, 0.8, 1.1, -0.15, 1.0, 0.7000000000000001, -0.1, -1.3, 0.6000000000000001, 1.0, 0.9, -13.7, 0.4, 0.85, 0.45, -1.6, 0.55, 0.55, 0.7000000000000001, 1.1, 0.55]",100,0.8802272314,0.5973738786,4.6355758874,0.5118018269,-0.9966385224000001,0.9169706497000001,0,3,3,0,3,1,2,3,3,0,3,1,3,1,3,0,2,3,1,0,3,3,1,3,2,3,2,2,3,3,3,2,3,3,1,0,0,3,3,3,2,3,1,0,1,2,2,1,3,0,2,2,0,3,3,2,2,2,0,3,2,3,0,0,3,3,3,0,2,0,0,3,0,0,3,3,3,2,0,3,1,1,2,0,2,2,0,2,1,1,1,2,3,3,0,2,3,3,0,3,30.0
45,"[2, 1, 0, 0, 1, 3, 0, 3, 2, 0, 2, 1, 1, 2, 0, 3, 3, 2, 1, 1, 3, 1, 2, 1, 1, 0, 3, 2, 2, 3, 0, 0, 2, 2, 3, 3, 3, 0, 2, 0, 2, 2, 2, 3, 3, 2, 0, 3, 3, 2, 3, 3, 2, 0, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 2, 0, 2, 2, 2, 2, 2, 2, 3, 3, 0, 2, 3, 3, 2, 3, 2]","[0.5, 1.0, 1.0, 1.2, 0.8, 0.5, -0.7000000000000001, 0.4, 0.6000000000000001, 0.9, -0.1, 1.1, 1.2, 0.55, -1.9, 0.45, 0.45, 0.05, 0.9, 1.0, 0.55, 0.9, 0.45, 1.2, -11.4, 1.0, 0.6000000000000001, 0.0, 0.45, 0.4, -1.2, 1.2, 0.1, -0.1, 0.55, 0.5, -1.9, -1.4, 0.55, -2.6, 0.30000000000000004, -0.1, 0.45, 0.55, 0.4, 0.45, 1.1, 0.6000000000000001, 0.4, 0.4, 0.45, 0.55, 0.25, -2.2, -0.15, 0.7000000000000001, -0.1, 0.65, 0.6000000000000001, 0.7000000000000001, 0.4, 0.5, 0.55, -2.05, 0.30000000000000004, 0.6000000000000001, 0.15, 0.55, 0.65, 0.1, 0.55, 0.4, -0.35000000000000003, 0.8, 0.30000000000000004, 0.4, 0.8, 0.4, 0.4, 0.65, -2.45, 0.75, 0.6000000000000001, 0.30000000000000004, 0.9, 0.35000000000000003, 0.45, 0.65, -0.2, 0.5, -0.05, 0.65, 0.75, -1.5, 0.1, 0.6000000000000001, 0.65, 0.45, -2.5, 0.8]",100,0.2842315126,0.3913545952,2.7917475513000003,1.7617380367000002,-1.4895548255,0.4220983151,2,1,0,0,1,3,0,3,2,0,2,1,1,2,0,3,3,2,1,1,3,1,2,1,1,0,3,2,2,3,0,0,2,2,3,3,3,0,2,0,2,2,2,3,3,2,0,3,3,2,3,3,2,0,2,2,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,2,2,3,2,3,3,2,3,3,3,2,3,2,0,2,2,2,2,2,2,3,3,0,2,3,3,2,3,2,49.0
